CLOSED DATE,OPEID,SCHOOL NAME,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE
06/26/2021 ,01072771     ,DEVRY UNIVERSITY                                                      ,DEVRY UNIVERSITY - RALEIGH                                            ,555 FAYETTEVILLE STREET SUITE 300                                      ,RALEIGH                  ,NC        ,27601-0000
06/25/2021 ,00946410     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-PULASKI                       ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-PULASKI - NORTHFIELD INSTRUCTI,5000 NORTHFIELD LANE                                                   ,SPRING HILL              ,TN        ,37174-2492
06/24/2021 ,01050305     ,WICHITA TECHNICAL INSTITUTE                                           ,WICHITA TECHNICAL INSTITUTE - EAST CAMPUS                             ,6130 E. CENTRAL                                                        ,WICHITA                  ,KS        ,67208-4243
06/24/2021 ,02117303     ,GREAT OAKS CAREER CAMPUSES-SCARLET OAKS                               ,GREAT OAKS CAREER CAMPUSES - LIVE OAKS CAREER CAMPUS                  ,5956 BUCKWHEAT ROAD                                                    ,MILFORD                  ,OH        ,45150-2238
06/21/2021 ,00226620     ,CORNERSTONE UNIVERSITY                                                ,CORNERSTONE UNIVERSITY - KALAMAZOO WPOP                               ,WEST POINTE OFFICE PARK 1080 NORTH 10TH STREET                         ,KALAMAZOO                ,MI        ,49009-6113
06/20/2021 ,01111202     ,FASHION INSTITUTE OF DESIGN & MERCHANDISING                           ,FASHION INSTITUTE OF DESIGN & MERCHANDISING - SAN FRANCISCO           ,55 STOCKTON STREET                                                     ,SAN FRANCISCO            ,CA        ,94108-5829
06/18/2021 ,04246000     ,MICHAEL K. GALVIN BEAUTY & BUSINESS ACADEMY                           ,MICHAEL K. GALVIN BEAUTY & BUSINESS ACADEMY                           ,379 ATWOOD AVENUE                                                      ,CRANSTON                 ,RI        ,02920-0000
06/12/2021 ,03751302     ,ESCUELA HOTELERA DE SAN JUAN                                          ,ESCUELA HOTELERA DE SAN JUAN - MAYAGUEZ                               ,ED.ROCHELAIS CTRINGENIO ST #101                                        ,MAYAGUEZ                 ,PR        ,00682-1392
06/10/2021 ,12098835     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - SOUTHERN ARIZONA CAMPUS (C)                   ,300 S. CRAYCROFT ROAD                                                  ,TUCSON                   ,AZ        ,85711-4574
06/07/2021 ,00226104     ,CHARLES STEWART MOTT COMMUNITY COLLEGE                                ,CHARLES STEWART MOTT COMMUNITY COLLEGE - LIVINGSTON                   ,LIVINGSTON REGIONAL CENTER 1240 PACKARD DRIVE                          ,HOWELL                   ,MI        ,48843-7339
06/07/2021 ,00371902     ,LONGWOOD UNIVERSITY                                                   ,LONGWOOD UNIVERSITY - POWHATAN HIGH SCHOOL                            ,1800 JUDES FERRY ROAD                                                  ,POWHATAN                 ,VA        ,23139-6201
06/04/2021 ,00299217     ,UNIVERSITY OF MARY                                                    ,UNIVERSITY OF MARY - FT. RILEY                                        ,BUILDING 211 CUSTER AVENUE                                             ,FT. RILEY                ,KS        ,66442-4019
06/04/2021 ,03052000     ,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTRE                        ,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTRE                        ,147 SADDLE LANE                                                        ,WAVERLY                  ,WV        ,26184-9707
06/03/2021 ,02567600     ,SUMTER BEAUTY COLLEGE                                                 ,SUMTER BEAUTY COLLEGE                                                 ,921 CAROLINA AVENUE                                                    ,SUMTER                   ,SC        ,29150-2871
06/01/2021 ,00282200     ,CHRIST THE KING SEMINARY                                              ,CHRIST THE KING SEMINARY                                              ,711 KNOX ROAD                                                          ,EAST AURORA              ,NY        ,14052-0607
05/31/2021 ,00460859     ,BARTON COUNTY COMMUNITY COLLEGE                                       ,BARTON COUNTY COMMUNITY COLLEGE - GOODLAND                            ,1006 CENTER STREET                                                     ,GOODLAND                 ,KS        ,67735-2935
05/31/2021 ,00460860     ,BARTON COUNTY COMMUNITY COLLEGE                                       ,BARTON COUNTY COMMUNITY COLLEGE - HOLTON                              ,300 W 4TH                                                              ,HOLTON                   ,KS        ,67736-1605
05/31/2021 ,00976504     ,THREE RIVERS COMMUNITY COLLEGE                                        ,THREE RIVERS COMMUNITY COLLEGE - CORRIGAN-RADGOWSKI CORRECTIONAL CENTE,986 NORWICH-NEW LONDON TURNPIKE                                        ,UNCASVILLE               ,CT        ,06382-0638
05/31/2021 ,01171909     ,UNIVERSIDAD ANA G. MÉNDEZ - GURABO CAMPUS                             ,UNIVERSIDAD ANA G. MÉNDEZ - ISABELA                                   ,AGUSTÍN RAMOS CALERO AVENUE #7349                                      ,ISABELA                  ,PR        ,00662-0807
05/29/2021 ,02237800     ,SPECS HOWARD SCHOOL OF MEDIA ARTS                                     ,SPECS HOWARD SCHOOL OF MEDIA ARTS                                     ,26700 LAHSER ROAD SUITE 100                                            ,SOUTHFIELD               ,MI        ,48033-2617
05/28/2021 ,04154901     ,NATIONAL CAREER INSTITUTE                                             ,NATIONAL CAREER INSTITUTE - JERSEY CITY BRANCH                        ,900 BERGEN AVENUE                                                      ,JERSEY CITY              ,NJ        ,07306-4300
05/24/2021 ,04148800     ,CENTERPOINT MASSAGE & SHIATSU THERAPY SCHOOL & CLINIC                 ,CENTERPOINT MASSAGE & SHIATSU THERAPY SCHOOL & CLINIC                 ,2501 WEST 84TH STREET                                                  ,BLOOMINGTON              ,MN        ,55431-0000
05/22/2021 ,00132916     ,UNIVERSITY OF THE PACIFIC                                             ,UNIVERSITY OF THE PACIFIC - BATTI/PARK DAY SCHOOL                     ,360 42ND STREET                                                        ,OAKLAND                  ,CA        ,94609-2655
05/21/2021 ,00392041     ,UNIVERSITY OF WISCONSIN - OSHKOSH                                     ,UNIVERSITY OF WISCONSIN - OSHKOSH - WINNECONNE COMMUNITY SCHOOL DISTRI,233 SOUTH THIRD STREET                                                 ,WINNECONNE               ,WI        ,54986-0000
05/21/2021 ,01109800     ,FLINT INSTITUTE OF BARBERING                                          ,FLINT INSTITUTE OF BARBERING                                          ,3214 FLUSHING ROAD                                                     ,FLINT                    ,MI        ,48504-4395
05/15/2021 ,00204302     ,HUSSON UNIVERSITY                                                     ,HUSSON UNIVERSITY - PRESQUE ISLE                                      ,33 EDGEMONT DRIVE                                                      ,PRESQUE ISLE             ,ME        ,04769-0000
05/15/2021 ,04137201     ,BORNER'S BARBER COLLEGE                                               ,BORNER'S BARBER COLLEGE - LONG BEACH                                  ,5723 ATLANTIC AVENUE                                                   ,LONG BEACH               ,CA        ,90805-4712
05/14/2021 ,00236703     ,MINNESOTA STATE UNIVERSITY MOORHEAD                                   ,MINNESOTA STATE UNIVERSITY MOORHEAD - ANOKA RAMSEY COMMUNITY COLLEGE  ,300 SOUTH SPIRIT RIVER DRIVE                                           ,CAMBRIDGE                ,MN        ,55008-5704
05/14/2021 ,00252183     ,WEBSTER UNIVERSITY                                                    ,WEBSTER UNIVERSITY - WINGHAVEN CAMPUS                                 ,2299 TECHNOLOGY DRIVE SUITE 300                                        ,O'FALLON                 ,MO        ,63368-7344
05/14/2021 ,00391150     ,VITERBO UNIVERSITY                                                    ,VITERBO UNIVERSITY - CEDAR RAPIDS                                     ,EDUC LEADERSHIP AND SUPPORT CENTER 2500 EDGEWOOD ROAD NW               ,CEDAR RAPIDS             ,IA        ,52405-0000
05/13/2021 ,01028640     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - PLATTSBURGH                               ,442 BEAUMONT HALL 101 BROAD STREET                                     ,PLATTSBURGH              ,NY        ,12901-2681
05/12/2021 ,00207712     ,JOHNS HOPKINS UNIVERSITY                                              ,JOHNS HOPKINS UNIVERSITY - MONTGOMERY COUNTY CENTER                   ,9601 MEDICAL CENTER DRIVE                                              ,ROCKVILLE                ,MD        ,20850-3332
05/12/2021 ,00207847     ,LOYOLA UNIVERSITY MARYLAND                                            ,LOYOLA UNIVERSITY MARYLAND- WASHINGTON MONTESSORI INSTITUTE           ,18501 MINK HOLLOW ROAD                                                 ,ASHTON                   ,MD        ,20861-0000
05/12/2021 ,00221102     ,SPRINGFIELD COLLEGE                                                   ,SPRINGFIELD COLLEGE - SAINT JOHNSBURY CAMPUS                          ,347 EMERSON FALLS ROAD SUITE 2                                         ,SAINT JOHNSBURY          ,VT        ,05819-9179
05/11/2021 ,82098876     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - ATLANTA MAIN CAMPUS                           ,859 MOUNT VERNON HIGHWAY                                               ,ATLANTA                  ,GA        ,30328-4224
05/10/2021 ,00314402     ,XAVIER UNIVERSITY                                                     ,XAVIER UNIVERSITY - MIDDLETOWN MED                                    ,4855 STATE ROUTE 122                                                   ,FRANKLIN                 ,OH        ,45005-9648
05/10/2021 ,00355713     ,CONCORDIA UNIVERSITY TEXAS                                            ,CONCORDIA UNIVERSITY TEXAS - LUTHERAN HIGH DALLAS                     ,8494 STULTS ROAD                                                       ,DALLAS                   ,TX        ,75243-4021
05/08/2021 ,00340409     ,JOHNSON & WALES UNIVERSITY                                            ,JOHNSON & WALES UNIVERSITY - DENVER CAMPUS                            ,7150 MONTVIEW BOULEVARD                                                ,DENVER                   ,CO        ,80220-1866
05/08/2021 ,00708512     ,MOUNT VERNON NAZARENE UNIVERSITY                                      ,MOUNT VERNON NAZARENE UNIVERSITY - COLUMBUS-NEW ALBANY                ,5150 EAST DUBLIN-GRANVILLE ROAD                                        ,WESTERVILLE              ,OH        ,43081-8804
05/07/2021 ,00346304     ,DAKOTA STATE UNIVERSITY                                               ,DAKOTA STATE UNIVERSITY - MONUMENT HEALTH                             ,353 FAIRMONT BOULEVARD                                                 ,RAPID CITY               ,SD        ,57701-7375
05/04/2021 ,00340403     ,JOHNSON & WALES UNIVERSITY                                            ,JOHNSON & WALES UNIVERSITY - NORTH MIAMI CAMPUS                       ,1701 NORTHEAST 127TH STREET                                            ,NORTH MIAMI              ,FL        ,33181-2518
05/01/2021 ,02572014     ,VISTA COLLEGE                                                         ,VISTA COLLEGE - LAKE CHARLES                                          ,3129 GERSTNER MEMORIAL DRIVE                                           ,LAKE CHARLES             ,LA        ,70601-6961
04/30/2021 ,00136306     ,REGIS UNIVERSITY                                                      ,REGIS UNIVERSITY - COLORADO SPRINGS CAMPUS                            ,7450 CAMPUS DRIVE SUITE 100                                            ,COLORADO SPRINGS         ,CO        ,80920-3146
04/30/2021 ,10147935     ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY                                  ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY - HOUSTON                        ,16055 SPACE CENTER BOULEVARD SUITE 240                                 ,HOUSTON                  ,TX        ,77062-0000
04/28/2021 ,04127301     ,COLUMBIA COLLEGE                                                      ,COLUMBIA COLLEGE -                                                    ,5940 CENTREVILLE CREST LANE                                            ,CENTREVILLE              ,VA        ,20121-2342
04/23/2021 ,00238024     ,SAINT MARY'S UNIVERSITY OF MINNESOTA                                  ,SAINT MARY'S UNIVERSITY OF MINNESOTA - FALCON RIDGE MIDDLE SCHOOL     ,12900 JOHNNY CAKE RIDGE ROAD                                           ,APPLE VALLEY             ,MN        ,55124-8159
04/23/2021 ,00528304     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - NEWBERN                     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - NEWBERN - TRANSPORTATION    ,2010 BREWER ROAD                                                       ,DYERSBURG                ,TN        ,38024-0000
04/23/2021 ,00537904     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-SHELBYVILLE                   ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-SHELBYVILLE - SATELLITE CAMPUS,218 WEST COMMERCE STREET                                               ,LEWISBURG                ,TN        ,37091-3338
04/23/2021 ,02254000     ,NEW ENGLAND CULINARY INSTITUTE                                        ,NEW ENGLAND CULINARY INSTITUTE                                        ,7 SCHOOL STREET                                                        ,MONTPELIER               ,VT        ,05602-3115
04/23/2021 ,50238016     ,SAINT MARY'S UNIVERSITY OF MINNESOTA                                  ,SAINT MARY'S UNIVERSITY OF MINNESOTA - POYNETTE HIGH SCHOOL           ,108 NORTH CLEVELAND STREET                                             ,POYNETTE                 ,WI        ,53955-0001
04/21/2021 ,03205400     ,JOLIE HAIR AND BEAUTY ACADEMY                                         ,JOLIE HAIR AND BEAUTY ACADEMY                                         ,44 SEWALL STREET                                                       ,LUDLOW                   ,MA        ,01056-2769
04/20/2021 ,00115321     ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE                                ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - GSD                          ,223 NORTH JACKSON STREET                                               ,GLENDALE                 ,CA        ,91206-4334
04/20/2021 ,00115344     ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE                                ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE -  VENTURA COLLEGE             ,4667 TELEGRAPH ROAD                                                    ,VENTURA                  ,CA        ,93003-0000
04/20/2021 ,00115353     ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE                                ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - LAUSD DISTRICT 5             ,2151 NORTH SOTO STREET                                                 ,LOS ANGELES              ,CA        ,90032-3629
04/20/2021 ,00115355     ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE                                ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - WRIGHT MIDDLE SCHOOL         ,6550 WEST 80TH STREET                                                  ,LOS ANGELES              ,CA        ,90045-1127
04/17/2021 ,03670302     ,TIGI HAIRDRESSING ACADEMY LEGACY                                      ,TONI&GUY HAIRDRESSING ACADEMY - IDAHO                                 ,410 W NEIDER AVE SUITE B                                               ,COEUR D'ALENE            ,ID        ,83815-8381
04/12/2021 ,01028635     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - LAKEWOOD                                  ,305 E. FAIRMOUNT AVENUE SUITE 5                                        ,LAKEWOOD                 ,NY        ,14750-2000
04/02/2021 ,02575400     ,INTERNATIONAL CULINARY CENTER                                         ,INTERNATIONAL CULINARY CENTER                                         ,462 BROADWAY                                                           ,NEW YORK                 ,NY        ,10013-2618
04/01/2021 ,10147949     ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY                                  ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY - VENTURA                        ,BUILDING 17 C AVENUE                                                   ,POINT MUGU               ,CA        ,93042-0000
03/30/2021 ,00315023     ,CAMERON UNIVERSITY                                                    ,CAMERON UNIVERSITY - HARRY S. TRUMAN EDUCATION CENTER                 ,SHERIDAN ROAD BUILDING 3281                                            ,FORT SILL                ,OK        ,73502-0000
03/30/2021 ,02118000     ,LEVITTOWN BEAUTY ACADEMY                                              ,LEVITTOWN BEAUTY ACADEMY                                              ,8919 NEW FALLS ROAD                                                    ,LEVITTOWN                ,PA        ,19054-1713
03/26/2021 ,02514100     ,TAKODA INSTITUTE OF HIGHER EDUCATION                                  ,TAKODA INSTITUTE OF HIGHER EDUCATION                                  ,1845 EAST FRANKLIN AVENUE                                              ,MINNEAPOLIS              ,MN        ,55404-2221
03/25/2021 ,00576105     ,L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE                            ,L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE - GALLIANO FACILITY        ,318 EAST 90TH STREET                                                   ,CUT OFF                  ,LA        ,70345-3848
03/23/2021 ,00305137     ,KENT STATE UNIVERSITY                                                 ,KENT STATE UNIVERSITY - UNIVERSITY HOSPITALS                          ,11000 EUCLID AVENUE                                                    ,CLEVELAND                ,OH        ,44106-1714
03/23/2021 ,02572005     ,VISTA COLLEGE                                                         ,VISTA COLLEGE - LUBBOCK                                               ,4620 50TH STREET SUITE 14                                              ,LUBBOCK                  ,TX        ,79414-3517
03/16/2021 ,00392033     ,UNIVERSITY OF WISCONSIN - OSHKOSH                                     ,UNIVERSITY OF WISCONSIN - OSHKOSH - HOWARD-SUAMICO SCHOOL DISTRICT/BAY,2710 LINEVILLE ROAD                                                    ,GREEN BAY                ,WI        ,54313-0000
03/16/2021 ,00392048     ,UNIVERSITY OF WISCONSIN - OSHKOSH                                     ,UNIVERSITY OF WISCONSIN - OSHKOSH - WAUSAU SCHOOL DISTRICT            ,LONGFELLOW ADMINISTRATION BUILDING 415 SEYMOUR STREET                  ,WAUSAU                   ,WI        ,54402-0359
03/16/2021 ,01201551     ,AUSTIN COMMUNITY COLLEGE                                              ,AUSTIN COMMUNITY COLLEGE - PLATINUM MARINE                            ,5975 HILINE ROAD                                                       ,AUSTIN                   ,TX        ,78734-1105
03/16/2021 ,12098806     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - WEST VALLEY CAMPUS (LC)                       ,9520 WEST PALM LANE                                                    ,PHOENIX                  ,AZ        ,85037-4403
03/13/2021 ,00180575     ,INDIANA INSTITUTE OF TECHNOLOGY                                       ,INDIANA INSTITUTE OF TECHNOLOGY - MUNSTER                             ,9245 CALUMET AVE SUITE 201                                             ,MUNSTER                  ,IN        ,46321-2821
03/11/2021 ,04284400     ,ALTURA COLLEGE                                                        ,ALTURA COLLEGE                                                        ,1256 SOUTHEAST BISHOP BOULEVARD SUITE L                                ,PULLMAN                  ,WA        ,99163-5842
03/11/2021 ,32098825     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - SOUTH FLORIDA MAIN CAMPUS (C)                 ,2400 SW 145TH AVENUE                                                   ,MIRAMAR                  ,FL        ,33027-4145
03/10/2021 ,01186208     ,NORTHLAND PIONEER COLLEGE                                             ,NORTHLAND PIONEER COLLEGE - SPRINGERVILLE/EAGAR CENTER                ,578 NORTH MAIN STREET                                                  ,EAGAR                    ,AZ        ,85925-9998
03/06/2021 ,02495000     ,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES                    ,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES                    ,29 GREENMEADOW DRIVE                                                   ,TIMONIUM                 ,MD        ,21093-5150
03/02/2021 ,10315129     ,OKLAHOMA WESLEYAN UNIVERSITY                                          ,OKLAHOMA WESLEYAN UNIVERSITY - COFFEYVILLE REGIONAL MEDICAL CENTER    ,1400 WEST 4TH STREET                                                   ,COFFEYVILLE              ,KS        ,67337-3306
03/01/2021 ,00405729     ,NATIONAL AMERICAN UNIVERSITY                                          ,NATIONAL AMERICAN UNIVERSITY - GEORGETOWN                             ,1015 W. UNIVERSITY AVENUE STE 700                                      ,GEORGETOWN               ,TX        ,78628-5355
02/27/2021 ,04155800     ,ADVANCED BEAUTY COLLEGE                                               ,ADVANCED BEAUTY COLLEGE                                               ,3959 NORTH BELTLINE ROAD                                               ,IRVING                   ,TX        ,75038-5706
02/26/2021 ,02317303     ,TRICOCI UNIVERSITY OF BEAUTY CULTURE                                  ,TRICOCI UNIVERSITY OF BEAUTY CULTURE - DANVILLE                       ,2500 GEORGETOWN ROAD                                                   ,DANVILLE                 ,IL        ,61832-8427
02/25/2021 ,03422309     ,MILAN INSTITUTE                                                       ,MILAN INSTITUTE - BAKERSFIELD WEST                                    ,3115 N. SILLECT                                                        ,BAKERSFIELD              ,CA        ,93308-9301
02/16/2021 ,04131600     ,LIBERTY JUNIOR COLLEGE                                                ,LIBERTY JUNIOR COLLEGE                                                ,CARR. 735 KM 0.5                                                       ,CAYEY                    ,PR        ,00737-1298
02/08/2021 ,03120300     ,COLLEGEAMERICA - FLAGSTAFF                                            ,COLLEGEAMERICA - FLAGSTAFF                                            ,399 SOUTH MALPAIS 2ND FLOOR                                            ,FLAGSTAFF                ,AZ        ,86001-3936
02/08/2021 ,04234901     ,AMG COLLEGE                                                           ,AMG SCHOOL OF LICENSED PRACTICAL NURSING - AMG MEDICAL INSTITUTE      ,175 MARKET STREET SUITE 401                                            ,PATERSON                 ,NJ        ,07505-0000
02/05/2021 ,04192600     ,PALMETTO BEAUTY SCHOOL                                                ,PALMETTO BEAUTY SCHOOL                                                ,2601 EAST MAIN STREET SUITE 9                                          ,SPARTANBURG              ,SC        ,29307-1424
01/31/2021 ,00147974     ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY                                  ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY - MEMPHIS (MIDSOUTH) CAMPUS      ,3221 PLAYERS CLUB PARKWAY                                              ,MEMPHIS                  ,TN        ,38125-0000
01/31/2021 ,04003301     ,BLAKE AUSTIN COLLEGE                                                  ,BLAKE AUSTIN COLLEGE - BEAUTY ACADEMY                                 ,1679 EAST  MONTE VISTA AVENUE SUITE 200                                ,VACAVILLE                ,CA        ,95688-3123
01/31/2021 ,04222600     ,HEALTHCARE INSTITUTE (THE)                                            ,HEALTHCARE INSTITUTE (THE)                                            ,1822 FREDERICKSBURG ROAD                                               ,SAN ANTONIO              ,TX        ,78201-5035
01/29/2021 ,03026510     ,REMINGTON COLLEGE                                                     ,REMINGTON COLLEGE - HEATHROW                                          ,7131 BUSINESS PARK LANE                                                ,LAKE MARY                ,FL        ,32746-5615
01/21/2021 ,42098884     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - UTAH CAMPUS (C)                               ,5373 SOUTH GREEN STREET                                                ,SALT LAKE CITY           ,UT        ,84123-4680
01/10/2021 ,00327722     ,INDIANA UNIVERSITY OF PENNSYLVANIA                                    ,INDIANA UNIVERSITY OF PENNSYLVANIA - INST FOR RURAL HEALTH AND SAFETY ,2712 WEST PIKE ROAD                                                    ,INDIANA                  ,PA        ,15701-9717
01/09/2021 ,03468503     ,MDT COLLEGE OF HEALTH SCIENCES                                        ,MDT COLLEGE OF HEALTH SCIENCES                                        ,325  ALPHA PARK DRIVE                                                  ,HIGHLAND HEIGHTS         ,OH        ,44143-2216
01/07/2021 ,03026520     ,REMINGTON COLLEGE                                                     ,REMINGTON COLLEGE - COLUMBIA                                          ,607 BUSH RIVER ROAD                                                    ,COLUMBIA                 ,SC        ,29210-7536
01/05/2021 ,02555401     ,UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER                       ,UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER - PRESBYTERIAN HOSPITAL ,8200 WALNUT HILL LANE                                                  ,DALLAS                   ,TX        ,75231-4426
01/01/2021 ,00392302     ,UNIVERSITY OF WISCONSIN - RIVER FALLS                                 ,UNIVERSITY OF WISCONSIN - RIVER FALLS - HUDSON CENTER                 ,2501 HANLEY ROAD SUITE 200                                             , HUDSON                  ,WI        ,54016-8705
01/01/2021 ,01146018     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY - COSTA MESA                                      ,3390 HARBOR BOULEVARD                                                  ,COSTA MESA               ,CA        ,92626-1502
01/01/2021 ,01146040     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY - NEVADA                                          ,2850 WEST HORIZON RIDGE PARKWAY SUITE 301                              ,HENDERSON                ,NV        ,89052-4395
