CLOSED DATE,OPEID,SCHOOL NAME,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE
12/30/2021 ,04101300     ,CAROLINA SCHOOL OF BROADCASTING                                       ,CAROLINA SCHOOL OF BROADCASTING                                       ,3435 PERFORMANCE ROAD                                                  ,CHARLOTTE                ,NC        ,28214-8085
12/24/2021 ,04236700     ,BLUSH SCHOOL OF MAKEUP                                                ,BLUSH SCHOOL OF MAKEUP                                                ,ONE EMBARCADERO CENTER STE R-1206                                      ,SAN FRANCISCO            ,CA        ,94111-3628
12/23/2021 ,00221107     ,SPRINGFIELD COLLEGE                                                   ,SPRINGFIELD COLLEGE - TAMPA CAMPUS                                    ,10117 PRINCESS PALM AVENUE SECOND FLOOR                                ,TAMPA                    ,FL        ,33612-8302
12/20/2021 ,00248402     ,METROPOLITAN COMMUNITY COLLEGE                                        ,METROPOLITAN COMMUNITY COLLEGE - BUSINESS AND TECHNOLOGY              ,6899 EXECUTIVE DRIVE                                                   ,KANSAS CITY              ,MO        ,64120-1313
12/18/2021 ,01072768     ,DEVRY UNIVERSITY                                                      ,DEVRY UNIVERSITY - STOCKBRIDGE                                        ,675 SOUTHCREST PARKWAY SUITE 100                                       ,STOCKBRIDGE              ,GA        ,30281-0000
12/17/2021 ,00381900     ,OHIO VALLEY UNIVERSITY                                                ,OHIO VALLEY UNIVERSITY                                                ,1 CAMPUS VIEW DRIVE                                                    ,VIENNA                   ,WV        ,26105-8000
12/17/2021 ,00535303     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-LIVINGSTON                    ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-LIVINGSTON-FITZGERALD COLLISIO,310 OAK HILL ROAD                                                      ,LIVINGSTON               ,TN        ,38570-6266
12/17/2021 ,04148700     ,AMERICAN INSTITUTE OF INTERIOR DESIGN                                 ,AMERICAN INSTITUTE OF INTERIOR DESIGN                                 ,13014 NORTH SAGUARO BOULEVARD SUITE 206                                ,FOUNTAIN HILLS           ,AZ        ,85268-3827
12/17/2021 ,04270101     ,DELTA DESIGNS COSMETOLOGY SCHOOL                                      ,DELTA DESIGNS COSMETOLOGY SCHOOL - WEST MEMPHIS                       ,103 S. AVALON                                                          ,WEST MEMPHIS             ,AR        ,72301-4165
12/13/2021 ,62098861     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - EL CENTRO LEANING CENTER III                  ,3095 NORTH IMPERIAL AVENUE                                             ,EL CENTRO                ,CA        ,92243-0000
12/11/2021 ,00173702     ,NORTHERN ILLINOIS UNIVERSITY                                          ,NORTHERN ILLINOIS UNIVERSITY - HOFFMAN ESTATES                        ,5555 TRILLIUM BLVD                                                     ,HOFFMAN ESTATES          ,IL        ,60192-3405
12/10/2021 ,00132906     ,UNIVERSITY OF THE PACIFIC                                             ,UNIVERSITY OF THE PACIFIC - ORGANIZATION BEHAVIOR                     ,1776 WEST MARCH LANE SUITE 290                                         ,STOCKTON                 ,CA        ,95207-6450
12/10/2021 ,00350209     ,LINCOLN MEMORIAL UNIVERSITY                                           ,LINCOLN MEMORIAL UNIVERSITY - ALCOA CITY CENTER                       ,234 EAST HOWE STREET                                                   ,ALCOA                    ,TN        ,37701-2236
12/10/2021 ,00350211     ,LINCOLN MEMORIAL UNIVERSITY                                           ,LINCOLN MEMORIAL UNIVERSITY - KINGSPORT HIGHER EDUCATION CENTER       ,300 WEST MARKET STREET                                                 ,KINGSPORT                ,TN        ,37660-4216
12/10/2021 ,03072600     ,DCI CAREER INSTITUTE                                                  ,DCI CAREER INSTITUTE                                                  ,366 ROUTE 18 BEAVER VALLEY MALL                                        ,MONACA                   ,PA        ,15061-2307
12/10/2021 ,10252578     ,WILLIAM WOODS UNIVERSITY                                              ,WILLIAM WOODS UNIVERSITY - BLUE SPRINGS                               ,BLUE SPRINGS HIGH SCHOOL 2000 NW ASHTON DRIVE                          ,BLUE SPRINGS             ,MO        ,64015-1769
12/10/2021 ,20252555     ,WILLIAM WOODS UNIVERSITY                                              ,WILLIAM WOODS UNIVERSITY - SIKESTON ST FRANICS XAVIER SCHOOL          ,SIKESTON ST FRANCIS XAVIER SCHOOL 106 N STODDARD ST                    ,SIKESTON                 ,MO        ,63801-4123
12/10/2021 ,20252556     ,WILLIAM WOODS UNIVERSITY                                              ,WILLIAM WOODS UNIVERSITY - SPRINGFIELD EXECUTIVE CONFERENCE CENTER    ,RC EVENTS & CONFERENCE CENTER 910 W BATTLEFIELD RD                     ,SPRINGFIELD              ,MO        ,65807-4130
12/10/2021 ,30252501     ,WILLIAM WOODS UNIVERSITY                                              ,WILLIAM WOODS UNIVERSITY - SMITH-COTTON HIGH SCHOOL                   ,2010 TIGER PRIDE BOULEVARD                                             ,SEDALIA                  ,MO        ,65301-8601
12/07/2021 ,04240600     ,TRI-STATE BARBER COLLEGE                                              ,TRI-STATE BARBER COLLEGE                                              ,2132 WINCHESTER AVENUE                                                 ,ASHLAND                  ,KY        ,41101-7746
12/04/2021 ,01293200     ,TINT SCHOOL OF MAKEUP & COSMETOLOGY                                   ,TINT SCHOOL OF MAKEUP & COSMETOLOGY                                   ,106 LENORA STREET                                                      ,SEATTLE                  ,WA        ,98121-2210
12/02/2021 ,00945915     ,EMPIRE BEAUTY SCHOOL                                                  ,EMPIRE BEAUTY SCHOOL - NW PHOENIX                                     ,2727 WEST GLENDALE AVENUE #200                                         ,PHOENIX                  ,AZ        ,85051-8499
12/01/2021 ,00234717     ,CONCORDIA UNIVERSITY - SAINT PAUL                                     ,CONCORDIA UNIVERSITY - SAINT PAUL- ANOKA MIDDLE SCHOOL                ,ANOKA MIDDLE SCHOOL FOR THE ARTS 1523 5TH AVENUE SOUTH                 ,ANOKA                    ,MN        ,55303-0000
12/01/2021 ,00234718     ,CONCORDIA UNIVERSITY - SAINT PAUL                                     ,CONCORDIA UNIVERSITY - SAINT PAUL - DIAMONDHEAD                       ,DIAMONDHEAD EDUCATION CENTER 200 WEST BURNSVILLE PKWY                  ,BURNSVILLE               ,MN        ,55337-0000
12/01/2021 ,00234740     ,CONCORDIA UNIVERSITY - SAINT PAUL                                     ,CONCORDIA UNIVERSITY - SAINT PAUL - RIDGEWATER COLLEGE                ,2101 15TH AVENUE NORTHWEST                                             ,WILLMAR                  ,MN        ,56201-9999
12/01/2021 ,00234744     ,CONCORDIA UNIVERSITY - SAINT PAUL                                     ,CONCORDIA UNIVERSITY - SAINT PAUL - ANOKA RAMSEY COMMUNITY COLLEGE    ,11200 MISSISSIPPI BOULEVARD NORTHWE                                    ,COON RAPIDS              ,MN        ,55433-3470
12/01/2021 ,00234745     ,CONCORDIA UNIVERSITY - SAINT PAUL                                     ,CONCORDIA UNIVERSITY - SAINT PAUL - ANOKA RAMSEY COMMUNITY COLLEGE    ,300 SPIRIT RIVER DRIVE SOUTH                                           ,CAMBRIDGE                ,MN        ,55008-5704
12/01/2021 ,00234746     ,CONCORDIA UNIVERSITY - SAINT PAUL                                     ,CONCORDIA UNIVERSITY - SAINT PAUL - SOUTH VIEW MIDDLE SCHOOL          ,4725 SOUTH VIEW LANE                                                   ,EDINA                    ,MN        ,55424-9999
12/01/2021 ,00290641     ,APPALACHIAN STATE UNIVERSITY                                          ,APPALACHIAN STATE UNIVERSITY - NC CENTER FOR ENGINEERING TECHNOLOGIES ,1990 MAIN STREET SOUTHEAST                                             ,HICKORY                  ,NC        ,28602-1401
11/22/2021 ,02306804     ,MILLER-MOTTE COLLEGE                                                  ,MILLER-MOTTE COLLEGE PLATT COLLEGE - OKC - MEMORIAL                   ,2727 W. MEMORIAL DRIVE                                                 ,OKLAHOMA CITY            ,OK        ,73134-8034
11/22/2021 ,02306811     ,MILLER-MOTTE COLLEGE                                                  ,MILLER-MOTTE COLLEGE PLATT COLLEGE - LAWTON                           ,111 SOUTHWEST C AVENUE                                                 ,LAWTON                   ,OK        ,73501-4013
11/18/2021 ,03789304     ,UNITECH TRAINING ACADEMY                                              ,UNITECH TRAINING ACADEMY - LAKE CHARLES                               ,2829 4TH AVENUE                                                        ,LAKE CHARLES             ,LA        ,70601-7887
10/31/2021 ,00384211     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - KENOSHA CENTER                                 ,10222 74TH STREET SUITE 110                                            ,KENOSHA                  ,WI        ,53142-6800
10/29/2021 ,03915300     ,CAREER QUEST LEARNING CENTERS                                         ,CAREER QUEST LEARNING CENTERS                                         ,3215 SOUTH PENNSYLVANIA AVENUE                                         ,LANSING                  ,MI        ,48910-4732
10/29/2021 ,03915301     ,CAREER QUEST LEARNING CENTERS                                         ,CAREER QUEST LEARNING CENTER - JACKSON                                ,209 EAST WASHINGTON AVENUE SUITE 241                                   ,JACKSON                  ,MI        ,49201-2475
10/29/2021 ,03915303     ,CAREER QUEST LEARNING CENTERS                                         ,CAREER QUEST LEARNING CENTER - MT. PLEASANT                           ,2116 SOUTH MISSION STREET                                              ,MOUNT PLEASANT           ,MI        ,48858-4427
10/23/2021 ,01072790     ,DEVRY UNIVERSITY                                                      ,DEVRY UNIVERSITY - PARAMUS                                            ,35 PLAZA OFFICE CENTER 81 EAST ROUTE 4 SUITE 102                       ,PARAMUS                  ,NJ        ,07652-0000
10/17/2021 ,01318900     ,CONTINENTAL ACADEMIE OF HAIR DESIGN                                   ,CONTINENTAL ACADEMIE OF HAIR DESIGN                                   ,102 DERRY STREET                                                       ,HUDSON                   ,NH        ,03051-3754
10/15/2021 ,02306805     ,MILLER-MOTTE COLLEGE                                                  ,MILLER-MOTTE COLLEGE PLATT COLLEGE - MOORE                            ,201 NORTH EASTERN                                                      ,MOORE                    ,OK        ,73160-6917
10/08/2021 ,02572000     ,VISTA COLLEGE                                                         ,VISTA COLLEGE                                                         ,6101 MONTANA AVENUE                                                    ,EL PASO                  ,TX        ,79925-2021
