CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE
09/13/2020 ,02594302     ,COLLEGEAMERICA DENVER                                                 ,COLLEGEAMERICA DENVER - COLORADO SPRINGS                              ,2020 NORTH ACADEMY BOULEVARD SUITE 100                                 ,COLORADO SPRINGS         ,CO        ,80909-5320
09/13/2020 ,03120302     ,COLLEGEAMERICA - FLAGSTAFF                                            ,COLLEGEAMERICA - FLAGSTAFF - STEVENS HENAGER COLLEGE                  ,901 PIER VIEW DR. SUITE 105                                            ,IDAHO FALLS              ,ID        ,83402-5070
09/14/2020 ,00359208     ,MIDWESTERN STATE UNIVERSITY                                           ,MIDWESTERN STATE UNIVERSITY - WEATHERFORD COLLEGE WISE COUNTY         ,502 BIG SANDY COURT                                                    ,BRIDGEPORT               ,TX        ,76426-2652
09/15/2020 ,00355721     ,CONCORDIA UNIVERSITY TEXAS                                            ,CONCORDIA UNIVERSITY TEXAS - FRISCO HIGH SCHOOL                       ,6401 PARKWOOD DRIVE                                                    ,FRISCO                   ,TX        ,75034-7239
09/15/2020 ,00355750     ,CONCORDIA UNIVERSITY TEXAS                                            ,CONCORDIA UNIVERSITY TEXAS - CALVARY CHRISTIAN ACADEMY                ,1401 OAKHURST SCENIC DRIVE                                             ,FORT WORTH               ,TX        ,76111-1460
09/15/2020 ,00355769     ,CONCORDIA UNIVERSITY TEXAS                                            ,CONCORDIA UNIVERSITY TEXAS - HONDO HIGH SCHOOL                        ,2603 AVENUE H                                                          ,HONDO                    ,TX        ,78861-2906
09/17/2020 ,42098854     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - PHILADELPHIA MAIN CAMPUS (C)                  ,30 SOUTH 17TH STREET                                                   ,PHILADELPHIA             ,PA        ,19103-4001
09/21/2020 ,01111204     ,FASHION INSTITUTE OF DESIGN & MERCHANDISING                           ,FASHION INSTITUTE OF DESIGN & MERCHANDISING - SAN DIEGO               ,350 10TH AVENUE                                                        ,SAN DIEGO                ,CA        ,92101-7496
09/22/2020 ,42098878     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - SAN ANTONIO CAMPUS (C)                        ,8200 IH-10 WEST                                                        ,SAN ANTONIO              ,TX        ,78230-3876
09/25/2020 ,01085100     ,BRANFORD HALL CAREER INSTITUTE                                        ,BRANFORD HALL CAREER INSTITUTE                                        ,959 ROUTE 46 EAST                                                      ,PARSIPPANY               ,NJ        ,07054-3409
09/25/2020 ,01085101     ,BRANFORD HALL CAREER INSTITUTE                                        ,BRANFORD HALL CAREER INSTITUTE - JERSEY CITY                          ,40 JOURNAL SQUARE                                                      ,JERSEY CITY              ,NJ        ,07306-4009
09/25/2020 ,02074007     ,BRANFORD HALL CAREER INSTITUTE                                        ,BRANFORD HALL CAREER INSTITUTE - AMITYVILLE                           ,1100 NORTH BROADWAY                                                    ,AMITYVILLE               ,NY        ,11701-2244
09/25/2020 ,02586902     ,HARRIS SCHOOL OF BUSINESS                                             ,HARRIS SCHOOL OF BUSINESS - DOVER                                     ,97 COMMERCE WAY SUITE 105                                              ,DOVER                    ,DE        ,19904-7794
09/25/2020 ,03429302     ,HARRIS SCHOOL OF BUSINESS                                             ,HARRIS SCHOOL OF BUSINESS - NE PHILADELPHIA                           ,2371 WELSH ROAD SUITE 4                                                ,PHILADELPHIA             ,PA        ,19114-2206
09/25/2020 ,03543300     ,HARRIS SCHOOL OF BUSINESS                                             ,HARRIS SCHOOL OF BUSINESS                                             ,1413 FOULK ROAD SUITE 100                                              ,WILMINGTON               ,DE        ,19803-2727
09/27/2020 ,52098845     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - WESTERN WASHINGTON CAMPUS (C)                 ,7100 FORT DENT WAY SUITE 100                                           ,TUKWILA                  ,WA        ,98188-8553
09/30/2020 ,00959300     ,LA' JAMES INTERNATIONAL COLLEGE                                       ,LA' JAMES INTERNATIONAL COLLEGE                                       ,227 EAST MARKET STREET                                                 ,IOWA CITY                ,IA        ,52245-2164
10/01/2020 ,00157117     ,GEORGIA MILITARY COLLEGE                                              ,GEORGIA MILITARY COLLEGE - ALBANY                                     ,1704 SOUTH SLAPPEY ROAD                                                ,ALBANY                   ,GA        ,31701-2648
10/01/2020 ,01174901     ,WOOD COUNTY TECHNICAL CENTER                                          ,WOOD COUNTY TECHNICAL CENTER - SCHOOL OF PN                           ,300 CAMPUS DRIVE                                                       ,PARKERSBURG              ,WV        ,26101-6424
10/01/2020 ,01300515     ,OLYMPIAN ACADEMY OF COSMETOLOGY                                       ,OLYMPIAN ACADEMY OF COSMETOLOGY - HAIR BENDERS ACADEMY                ,851 EAST STATE ROAD 434 SUITE 164                                      ,LONGWOOD                 ,FL        ,32750-5365
10/06/2020 ,00145957     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - MAITLAND CAMPUS                                  ,901 NORTH LAKE DESTINY DRIVE SUITE 370                                 ,MAITLAND                 ,FL        ,32751-4890
10/06/2020 ,00163482     ,AURORA UNIVERSITY                                                     ,AURORA UNIVERSITY - PROFESSIONAL DEVELOPMENT ALLIANCE                 ,2705 MCDONOUGH STREET                                                  ,JOLIET                   ,IL        ,61103-0000
10/07/2020 ,82098881     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - BEST WESTERN PLUS EL PASO AIRPORT HOTEL       ,6655 GATEWAY BOULEVARD W                                               ,EL PASO                  ,TX        ,79925-3617
10/09/2020 ,00466607     ,AMERICAN COLLEGE FOR MEDICAL CAREERS                                  ,AMERICAN SCHOOL OF NURSING AND MEDICAL CAREERS                        ,670 NORTH COMMERCIAL STREET SUITE 403                                  ,MANCHESTER               ,NH        ,03101-1106
10/09/2020 ,02586900     ,HARRIS SCHOOL OF BUSINESS                                             ,HARRIS SCHOOL OF BUSINESS                                             ,401  WHITEHORSE ROAD                                                   ,VOORHEES                 ,NJ        ,08043-2604
10/11/2020 ,00145929     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - RESEARCH TRIANGLE PARK CAMPUS                    ,4 COPLEY PARKWAY                                                       ,MORRISVILLE              ,NC        ,27560-9691
10/11/2020 ,00145961     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - CHERRY HILL CAMPUS                               ,2370 STATE ROUTE 70 WEST SUITE 335                                     ,CHERRY HILL              ,NJ        ,08002-4102
10/11/2020 ,00145962     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - WILLINGBORO CAMPUS                               ,300 WILLINGBORO PARKWAY WILLINGBORO TOWN CENTER SUITE 125              ,WILLINGBORO              ,NJ        ,08046-1036
10/11/2020 ,00145963     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - HUNTERSVILLE CAMPUS                              ,13620 REESE BOULEVARD SUITE 130                                        ,HUNTERSVILLE             ,NC        ,28078-6417
10/12/2020 ,00158024     ,MERCER UNIVERSITY                                                     ,MERCER UNIVERSITY - CUMMING                                           ,1120 DAHLONEGA HIGHWAY FORSYTH CO BOE/PROF LEARNING CENTER             ,CUMMING                  ,GA        ,30040-4536
10/16/2020 ,00252111     ,WEBSTER UNIVERSITY                                                    ,WEBSTER UNIVERSITY - MCCONNELL AIR FORCE BASE                         ,53474 LAWRENCE COURT                                                   ,MCCONNELL AIR FORCE BASE ,KS        ,67221-3510
10/16/2020 ,00252116     ,WEBSTER UNIVERSITY                                                    ,WEBSTER UNIVERSITY - PETERSON AIR FORCE BASE                          ,EDUCATION OFFICE 301 W. STEWART AVE SUITE 113A                         ,PETERSON AIR FORCE BASE  ,CO        ,80914-1450
10/16/2020 ,00252168     ,WEBSTER UNIVERSITY                                                    ,WEBSTER UNIVERSITY - LAKELAND                                         ,1479 TOWNE CENTER DR. SUITE 202                                        ,LAKELAND                 ,FL        ,33803-0000
10/16/2020 ,02145100     ,SCOTT COLLEGE OF COSMETOLOGY                                          ,SCOTT COLLEGE OF COSMETOLOGY                                          ,1502 MARKET STREET                                                     ,WHEELING                 ,WV        ,26003-3532
10/16/2020 ,02145102     ,SCOTT COLLEGE OF COSMETOLOGY                                          ,SCOTT COLLEGE OF COSMETOLOGY -                                        ,117 EAST 4TH STREET                                                    ,EAST LIVERPOOL           ,OH        ,43920-3012
10/17/2020 ,04175001     ,UNIVERSAL SPA TRAINING ACADEMY                                        ,UNIVERSAL SPA TRAINING ACADEMY - TYLER'S BEAUTY AND SPA ACADEMY       ,6815 14TH STREET WEST                                                  ,BRADENTON                ,FL        ,34207-2417
10/23/2020 ,00757301     ,EMPIRE BEAUTY SCHOOL                                                  ,EMPIRE BEAUTY SCHOOL - PARAMUS                                        ,NEPTUNE PLAZA SHOPPING CENTER 332 ROUTE 4 EAST                         ,PARAMUS                  ,NJ        ,07652-5105
10/23/2020 ,00970802     ,ELITE ACADEMY OF COSMETOLOGY                                          ,EVE'S COLLEGE OF HAIRSTYLING - ELITE ACADEMY OF COSMETOLOGY           ,13 SOUTH HIGHWAY 81                                                    ,DUNCAN                   ,OK        ,73533-2626
10/23/2020 ,02074000     ,BRANFORD HALL CAREER INSTITUTE                                        ,BRANFORD HALL CAREER INSTITUTE                                        ,1 SUMMIT PLACE                                                         ,BRANFORD                 ,CT        ,06405-9811
10/23/2020 ,02074002     ,BRANFORD HALL CAREER INSTITUTE                                        ,BRANFORD HALL CAREER INSTITUTE - SOUTHINGTON                          ,35 NORTH MAIN STREET                                                   ,SOUTHINGTON              ,CT        ,06489-2577
10/23/2020 ,02104003     ,HARRIS SCHOOL OF BUSINESS                                             ,HARRIS SCHOOL OF BUSINESS - UPPER DARBY                               ,20 SOUTH 69TH STREET                                                   ,UPPER DARBY              ,PA        ,19082-2528
10/23/2020 ,03429300     ,HARRIS SCHOOL OF BUSINESS                                             ,HARRIS SCHOOL OF BUSINESS                                             ,890 MAIN STREET SUITE 100                                              ,SANFORD                  ,ME        ,04073-7007
10/30/2020 ,00466600     ,AMERICAN COLLEGE FOR MEDICAL CAREERS                                  ,AMERICAN COLLEGE FOR MEDICAL CAREERS                                  ,5959 LAKE ELLENOR DRIVE                                                ,ORLANDO                  ,FL        ,32809-4633
10/30/2020 ,01028623     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - WATERTOWN                                 ,JCC - 1220 COFFEEN STREET E121-122 EXTENDED  LEARNING CENTER           ,WATERTOWN                ,NY        ,13601-3744
10/30/2020 ,01028624     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - ALFRED                                    ,ALFRED UNIT @ ALFRED STATE COLLEGE PIONEER CENTER 10 UPPER COLLEGE DR  ,ALFRED                   ,NY        ,14802-1153
10/30/2020 ,01028625     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - BATAVIA                                   ,36 ELLICOTT STREET                                                     ,BATAVIA                  ,NY        ,14020-3137
10/30/2020 ,01028634     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - DUNKIRK                                   ,214 CENTRAL AVE                                                        ,DUNKIRK                  ,NY        ,14048-1606
10/30/2020 ,01028636     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - SANBORN                                   ,@ NIAGARA COUNTY COMMUNITY COLLEGE 3111 SAUNDERS SETTLMENT ROAD        ,SANDBORN                 ,NY        ,14132-9506
10/30/2020 ,01028639     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - JOHNSTOWN                                 ,@ FULTON MONTGOMERY CC 2805 STATE HIGHWAY 67                           ,JOHNSTOWN                ,NY        ,12095-3790
10/30/2020 ,03617301     ,HEALING MOUNTAIN MASSAGE SCHOOL                                       ,HEALING MOUNTAIN MASSAGE SCHOOL - CEDAR CAMPUS                        ,297 NORTH COVE DRIVE                                                   ,CEDAR CITY               ,UT        ,84720-7784
10/31/2020 ,01072794     ,DEVRY UNIVERSITY                                                      ,DEVRY UNIVERSITY - GLENDALE                                           ,6751 N SUNSET BLVD SUITE E                                             ,GLENDALE                 ,AZ        ,85305-0000
10/31/2020 ,03097800     ,CARSTEN INSTITUTE OF COSMETOLOGY                                      ,CARSTEN INSTITUTE OF COSMETOLOGY                                      ,290 MADISON AVENUE 5TH FLOOR                                           ,NEW YORK                 ,NY        ,10017-6302
10/31/2020 ,04192000     ,CURVE METRIC SCHOOL OF HAIR DESIGN                                    ,CURVE METRIC SCHOOL OF HAIR DESIGN                                    ,7645 WEST BELMONT AVENUE                                               ,ELMWOOD PARK             ,IL        ,60707-1118
11/01/2020 ,00104753     ,TROY UNIVERSITY                                                       ,TROY UNIVERSITY - ALBANY                                              ,321 WILLIAMS JR. STREET SUITE 124                                      ,ALBANY                   ,GA        ,31707-0000
11/02/2020 ,10147955     ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY                                  ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY - CRESTVIEW                      ,5210B SOUTH FERDON BOULEVARD                                           ,CRESTVIEW                ,FL        ,32536-0000
11/06/2020 ,03414300     ,MONTECLARO: ESCUELA DE HOTELERIA Y ARTES CULINARIAS                   ,MONTECLARO: ESCUELA DE HOTELERIA Y ARTES CULINARIAS                   ,ROAD 955 KM 4.6                                                        ,RIO GRANDE               ,PR        ,00745-9612
11/09/2020 ,00145959     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - DOUGLASVILLE CAMPUS                              ,4655 TIMBER RIDGE DRIVE                                                ,DOUGLASVILLE             ,GA        ,30135-1224
11/09/2020 ,10145914     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - DECATUR CAMPUS                                   ,305 2ND AVENUE SOUTHEAST                                               ,DECATUR                  ,AL        ,35601-2319
11/10/2020 ,00145907     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - MANASSAS CAMPUS                                  ,9990 BATTLEVIEW PARKWAY                                                ,MANASSAS                 ,VA        ,20109-2368
11/10/2020 ,00145920     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - HENRICO CAMPUS                                   ,11501 NUCKOLS ROAD SUITE D                                             ,GLEN ALLEN               ,VA        ,23059-5565
11/10/2020 ,00145927     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - CHESAPEAKE CAMPUS                                ,676 INDEPENDENCE PLACE SUITE 300                                       ,CHESAPEAKE               ,VA        ,23320-5218
11/13/2020 ,01028621     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - ITHACA                                    ,SUITE 502 118 NORTH TIOGA STREET                                       ,ITHACA                   ,NY        ,14850-4354
11/14/2020 ,01300510     ,OLYMPIAN ACADEMY OF COSMETOLOGY                                       ,OLYMPIAN ACADEMY OF COSMETOLOGY - I.T.S. ACADEMY OF  BEAUTY           ,793 EAST. PARK ROW                                                     ,ARLINGTON                ,TX        ,76010-4408
11/14/2020 ,10184300     ,VINCENNES UNIVERSITY                                                  ,VINCENNES UNIVERSITY - FORT BENNING                                   ,SOLDIERS PLAZA BLDG 2613                                               ,FORT BENNING             ,GA        ,31905-5593
11/16/2020 ,00145968     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - PALM BEACH GARDENS CAMPUS                        ,11025 RCA CENTER DRIVE SUITE 200                                       ,PALM BEACH GARDENS       ,FL        ,33410-4269
11/16/2020 ,00145970     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - FORT LAUDERDALE CAMPUS                           ,2307 W. BROWARD BOULEVARD SUITE 100                                    ,FORT LAUDERDALE          ,FL        ,33312-1420
11/16/2020 ,03976300     ,MASSAGE THERAPY INSTITUTE OF COLORADO                                 ,MASSAGE THERAPY INSTITUTE OF COLORADO                                 ,1441 YORK STREET SUITE 301                                             ,DENVER                   ,CO        ,80206-2127
11/17/2020 ,22098863     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - MARRIOTT - WOODLAND HILLS (OTL)               ,21850 OXNARD STREET                                                    ,WOODLAND HILLS           ,CA        ,91367-3631
11/20/2020 ,01028629     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - NEWBURGH                                  ,THREE WASHINGTON CENTER 2ND FLOOR                                      ,NEWBURGH                 ,NY        ,12550-4626
11/30/2020 ,02491500     ,SOUTHWEST UNIVERSITY OF VISUAL ARTS                                   ,SOUTHWEST UNIVERSITY OF VISUAL ARTS                                   ,20 EAST CONGRESS STREET                                                ,TUCSON                   ,AZ        ,85701-2505
11/30/2020 ,10147933     ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY                                  ,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY - GREENVILLE                     ,116 A SOUTH PLEASANTBURG DRIVE                                         ,GREENVILLE               ,SC        ,29607-0000
12/03/2020 ,01028612     ,SUNY EMPIRE STATE COLLEGE                                             ,SUNY EMPIRE STATE COLLEGE - GARDEN CITY                               ,1325 FRANKLIN AVENUE SUITE 335                                         ,GARDEN CITY              ,NY        ,11530-1666
12/05/2020 ,00239713     ,BELHAVEN UNIVERSITY                                                   ,BELHAVEN UNIVERSITY - CHATTANOOGA CAMPUS                              ,535 CHESTNUT STRRET SUITE 100                                          ,CHATTANOOGA              ,TN        ,37402-4927
12/05/2020 ,00239715     ,BELHAVEN UNIVERSITY                                                   ,BELHAVEN UNIVERSITY - LEFLEUR CAMPUS                                  ,SUITE 125 4780 I-55 NORTH                                              ,JACKSON                  ,MS        ,39211-5563
12/06/2020 ,32098816     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - CENTRAL FLORIDA MAIN CAMPUS (C)               ,8325 SOUTH PARK CIRCLE SUITE 100                                       ,ORLANDO                  ,FL        ,32819-9075
12/07/2020 ,01054207     ,EMPIRE BEAUTY SCHOOL                                                  ,EMPIRE BEAUTY SCHOOL - FLAGSTAFF                                      ,1790 EAST ROUTE 66                                                     ,FLAGSTAFF                ,AZ        ,86004-5119
12/07/2020 ,03430300     ,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE                               ,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE                               ,3410 AZTEC ROAD NORTHEAST                                              ,ALBUQUERQUE              ,NM        ,87107-4403
12/08/2020 ,01179204     ,FRANCISCAN SCHOOL OF THEOLOGY                                         ,FRANCISCAN SCHOOL OF THEOLOGY - OCEANSIDE                             ,4050 MISSION AVENUE                                                    ,OCEANSIDE                ,CA        ,92057-6402
12/10/2020 ,00145950     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - WARRENDALE CAMPUS                                ,800 WARRENDALE VILLAGE DRIVE                                           ,WARRENDALE               ,PA        ,15086-7589
12/14/2020 ,00145904     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - TAKOMA PARK CAMPUS                               ,6830 LAUREL STREET NORTHWEST                                           ,WASHINGTON               ,DC        ,20012-2016
12/15/2020 ,10315120     ,OKLAHOMA WESLEYAN UNIVERSITY                                          ,OKLAHOMA WESLEYAN UNIVERSITY - TULSA CENTER                           ,10810 EAST 45TH STREET SUITE 100                                       ,TULSA                    ,OK        ,74146-3802
12/17/2020 ,02060900     ,BROWN COLLEGE OF COURT REPORTING                                      ,BROWN COLLEGE OF COURT REPORTING                                      ,1100 SPRING STREET NW SUITE 101                                        ,ATLANTA                  ,GA        ,30309-2823
12/18/2020 ,00234303     ,COLLEGE OF SAINT SCHOLASTICA                                          ,COLLEGE OF SAINT SCHOLASTICA - SAINT PAUL                             ,340 CEDAR STREET                                                       ,SAINT PAUL               ,MN        ,55101-1100
12/18/2020 ,00542405     ,SOUTH CENTRAL CAREER CENTER                                           ,SOUTH CENTRAL CAREER CENTER - SCCC OLDEN STREET CAMPUS                ,610 E. OLDEN STREET                                                    ,WEST PLAINS              ,MO        ,65775-3334
12/19/2020 ,00366314     ,WAYLAND BAPTIST UNIVERSITY                                            ,WAYLAND BAPTIST UNIVERSITY - CLOVIS CAMPUS                            ,810 EAST 21ST STREET SUITES 4 AND 6                                    ,CLOVIS                   ,NM        ,88101-0000
12/19/2020 ,00366339     ,WAYLAND BAPTIST UNIVERSITY                                            ,WAYLAND BAPTIST UNIVERSITY - CLOVIS                                   ,CANNON AFB 110 EAST ALISON AVENUE SUITE 2090                           ,CANNON AFB               ,NM        ,88103-0000
12/19/2020 ,00869422     ,RASMUSSEN UNIVERSITY                                                  ,RASMUSSEN COLLEGE - LAND O' LAKES                                     ,18600 FERNVIEW STREET                                                  ,LAND O' LAKES            ,FL        ,34638-6212
12/19/2020 ,01072703     ,DEVRY UNIVERSITY                                                      ,DEVRY UNIVERSITY - MESA                                               ,1201 S. ALMA SCHOOL ROAD                                               ,MESA                     ,AZ        ,85021-2011
12/21/2020 ,00107206     ,COCHISE COLLEGE                                                       ,COCHISE COLLEGE -AUTOMOTIVE COMPLEX                                   ,645 SOUTH HIGHWAY 92                                                   ,SIERRA VISTA             ,AZ        ,85635-3637
12/21/2020 ,00189220     ,UNIVERSITY OF IOWA                                                    ,UNIVERSITY OF IOWA - CEDAR RAPIDS (MBA)                               ,TOWN CENTER SQUARE SUITE 200 221 3RD AVENUE SE                         ,CEDAR RAPIDS             ,IA        ,52401-1510
12/22/2020 ,00190019     ,WILLIAM PENN UNIVERSITY                                               ,WILLIAM PENN UNIVERSITY - 8 WEEK EVENING                              ,5525 MERLE HAY ROAD SUITE 280                                          ,JOHNSTON                 ,IA        ,50131-1443
12/22/2020 ,00384207     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - BELOIT CENTER                                  ,2040 SUTLER AVENUE                                                     ,BELOIT                   ,WI        ,53511-3966
12/23/2020 ,00469207     ,DORSEY COLLEGE                                                        ,DORSEY SCHOOL OF BUSINESS - WATERFORD/PONTIAC                         ,440 N. TELEGRAPH ROAD                                                  ,PONTIAC                  ,MI        ,48341-1037
12/23/2020 ,03018501     ,BENE'S CAREER ACADEMY                                                 ,BENE'S CAREER ACADEMY - SPRING HILL                                   ,1486 PINEHURST DRIVE                                                   ,SPRING HILL              ,FL        ,34606-4553
12/28/2020 ,04202600     ,NEW DIMENSIONS BEAUTY ACADEMY                                         ,NEW DIMENSIONS BEAUTY ACADEMY                                         ,10158 SOUTH PARKER ROAD UNIT 101                                       ,PARKER                   ,CO        ,80138-9801
12/30/2020 ,00320601     ,MULTNOMAH UNIVERSITY                                                  ,MULTNOMAH UNIVERSITY - RENO-TAHOE                                     ,1100 KIETZKE LANE                                                      ,RENO                     ,NV        ,89502-2714
12/31/2020 ,00146604     ,BARRY UNIVERSITY                                                      ,BARRY UNIVERSITY -                                                    ,8900 SW 107TH AVENUE                                                   ,MIAMI                    ,FL        ,33176-1451
12/31/2020 ,00146614     ,BARRY UNIVERSITY                                                      ,BARRY UNIVERSITY -                                                    ,18958 SOUTH DIXIE HIGHWAY                                              ,CUTLER BAY               ,FL        ,33157-7730
12/31/2020 ,00155603     ,BRENAU UNIVERSITY                                                     ,BRENAU UNIVERSITY - AUGUSTA CAMPUS                                    ,111 DAVIS ROAD                                                         ,MARTINEZ                 ,GA        ,30907-2383
12/31/2020 ,00275142     ,LONG ISLAND UNIVERSITY                                                ,LONG ISLAND UNIVERSITY - NASSAU LIBRARY SYSTEM                        ,900 JERUSALEM AVENUE                                                   ,UNIONDALE                ,NY        ,11553-0000
12/31/2020 ,00394113     ,UNIVERSIDAD ANA G. MÉNDEZ - CAROLINA CAMPUS                           ,UNIVERSIDAD ANA G. MÉNDEZ - MARYLAND                                  ,100-200 INVESTA WEST TOWER ONE DISCOVERY PLACE                         ,SILVER SPRING            ,MD        ,20910-0000
12/31/2020 ,00394114     ,UNIVERSIDAD ANA G. MÉNDEZ - CAROLINA CAMPUS                           ,UNIVERSIDAD ANA G. MÉNDEZ - CAPITAL AREA                              ,514 V STREET NE                                                        ,WASHINGTON               ,DC        ,20002-0000
12/31/2020 ,00448400     ,JOHN F. KENNEDY UNIVERSITY                                            ,JOHN F. KENNEDY UNIVERSITY                                            ,100 ELLINWOOD WAY                                                      ,PLEASANT HILL            ,CA        ,94523-4817
12/31/2020 ,00448401     ,JOHN F. KENNEDY UNIVERSITY                                            ,JOHN F. KENNEDY UNIVERSITY - SCHOOL OF LAW                            ,100 ELLINWOOD WAY                                                      ,PLEASANT HILL            ,CA        ,94523-4817
12/31/2020 ,00530704     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY--MCMINNVILLE                  ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY--MCMINNVILLE -                ,100 RED RAIDER DRIVE                                                   ,MANCHESTER               ,TN        ,37355-6464
12/31/2020 ,00535108     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - MORRISTOWN                  ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - MORRISTOWN - SEVIERVILLE    ,2025 RED BANK ROAD                                                     ,SEVIERVILLE              ,TN        ,37876-9333
12/31/2020 ,00826301     ,AWARD BEAUTY SCHOOL                                                   ,AWARD BEAUTY SCHOOL - CHAMBERSBURG BEAUTY SCHOOL                      ,171 CEDAR STREET                                                       ,CHAMBERSBURG             ,PA        ,17201-2435
12/31/2020 ,00979706     ,MIDLAND COLLEGE                                                       ,MIDLAND COLLEGE - DIESEL TECHNOLOGY                                   ,111 W. FLORIDA                                                         ,MIDLAND                  ,TX        ,79701-7209
12/31/2020 ,00979707     ,MIDLAND COLLEGE                                                       ,MIDLAND COLLEGE - PETROLEUM PROFESSIONAL DEVELOPMENT CENTER (PPDC)    ,221 N. MAIN STREET                                                     ,MIDLAND                  ,TX        ,79701-5239
12/31/2020 ,01171917     ,UNIVERSIDAD ANA G. MÉNDEZ - GURABO CAMPUS                             ,UNIVERSIDAD ANA G. MÉNDEZ - MARYLAND                                  ,100-200 INVESTA WEST TOWER ONE DISCOVERY PLACE                         ,SILVER SPRING            ,MD        ,20910-0000
12/31/2020 ,01262702     ,THOMAS M. COOLEY LAW SCHOOL                                           ,THOMAS M. COOLEY LAW SCHOOL - AUBURN HILLS                            ,2630 FEATHERSTONE ROAD                                                 ,AUBURN HILLS             ,MI        ,48326-2814
12/31/2020 ,02238101     ,MINNESOTA SCHOOL OF COSMETOLOGY                                       ,MINNESOTA SCHOOL OF COSMETOLOGY - PLYMOUTH                            ,1425 COUNTY ROAD 101 NORTH                                             ,PLYMOUTH                 ,MN        ,55447-3053
12/31/2020 ,02262502     ,FAUST INSTITUTE OF COSMETOLOGY                                        ,FAUST INSTITUTE OF COSMETOLOGY - STORM LAKE                           ,1290  NORTH LAKE AVENUE                                                ,STORM LAKE               ,IA        ,50588-2349
12/31/2020 ,02587512     ,UNIVERSIDAD ANA G. MÉNDEZ - CUPEY CAMPUS                              ,UNIVERSIDAD ANA G. MÉNDEZ - MARYLAND                                  ,100-200 INVESTA WEST TOWER ONE DISCOVERY PLACE                         ,SILVER SPRING            ,MD        ,20910-0000
12/31/2020 ,03915304     ,CAREER QUEST LEARNING CENTERS                                         ,CAREER QUEST LEARNING CENTER - BAY CITY BRANCH                        ,3900 STATE STREET ROAD                                                 ,BAY CITY                 ,MI        ,48706-1234
