CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE
01/01/2020 ,00244108     ,UNIVERSITY OF SOUTHERN MISSISSIPPI                                    ,UNIVERSITY OF SOUTHERN MISSISSIPPI - MAGNOLIA SPEECH SCHOOL           ,733 N. FLAG CHAPEL ROAD                                                ,JACKSON                  ,MS        ,30209-0000
01/01/2020 ,00726620     ,PIMA COUNTY COMMUNITY COLLEGE                                         ,PIMA COUNTY COMMUNITY COLLEGE - COMMUNITY CAMPUS                      ,401 NORTH BONITA AVENUE                                                ,TUCSON                   ,AZ        ,85709-5000
01/01/2020 ,02099551     ,CENTRAL COMMUNITY COLLEGE                                             ,CENTRAL COMMUNITY COLLEGE - NELSON LEARNING CENTER                    ,LAWRENCE/NELSON HIGH SCHOOL 850 S NEVADA                               ,NELSON                   ,NE        ,68961-0368
01/08/2020 ,03026521     ,REMINGTON COLLEGE                                                     ,REMINGTON COLLEGE - HONOLULU                                          ,1111 BISHOP STREET SUITE 400                                           ,HONOLULU                 ,HI        ,96813-2811
01/09/2020 ,00303003     ,OHIO CHRISTIAN UNIVERSITY                                             ,OHIO CHRISTIAN UNIVERSITY - FAIRFIELD CHRISTIAN ACADEMY               ,1965 NORTH COLUMBUS STREET                                             ,LANCASTER                ,OH        ,43130-1541
01/10/2020 ,00224312     ,CENTRAL MICHIGAN UNIVERSITY                                           ,CENTRAL MICHIGAN UNIVERSITY - MICHIGAN WARREN CENTER                  ,28241 MOUND ROAD SUITE C                                               ,WARREN                   ,MI        ,48092-5504
01/12/2020 ,00325990     ,EASTERN UNIVERSITY                                                    ,EASTERN UNIVERSITY - ACTS RETIREMENT - LIFE COMMUNITY                 ,812 NORTH BETHLEHEM PIKE                                               ,AMBLER                   ,PA        ,19002-2642
01/13/2020 ,00189328     ,UPPER IOWA UNIVERSITY                                                 ,UPPER IOWA UNIVERSITY - WAUSAU: NTC - ANTIGO                          ,312 FORREST AVENUE                                                     ,ANTIGO                   ,WI        ,54409-9108
01/13/2020 ,00189329     ,UPPER IOWA UNIVERSITY                                                 ,UPPER IOWA UNIVERSITY -  WAUSAU: NTC - PHILLIPS                       ,1408 PINE RIDGE ROAD                                                   ,PHILLIPS                 ,WI        ,54555-1520
01/13/2020 ,00189330     ,UPPER IOWA UNIVERSITY                                                 ,UPPER IOWA UNIVERSITY - WAUSAU: NTC - MEDFORD                         ,1001 PROGRESSIVE AVENUE                                                ,MEDFORD                  ,WI        ,54451-1781
01/13/2020 ,00189331     ,UPPER IOWA UNIVERSITY                                                 ,UPPER IOWA UNIVERSITY - WAUSAU: NTC - SPENCER                         ,808 NORTH PACIFIC STREET                                               ,SPENCER                  ,WI        ,54479-9523
01/13/2020 ,00189332     ,UPPER IOWA UNIVERSITY                                                 ,UPPER IOWA UNIVERSITY - WAUSAU: NTC - WITTENBERG                      ,1790 APPLEWOOD LANE SUITE B                                            ,WITTENBERG               ,WI        ,54499-8240
01/13/2020 ,10315121     ,OKLAHOMA WESLEYAN UNIVERSITY                                          ,OKLAHOMA WESLEYAN UNIVERSITY -EASTAR HEALTH SYSTEM EAST CAMPUS        ,161 ECO-FRIENDLY DRIVE                                                 ,MUSKOGEE                 ,OK        ,74401-4078
01/13/2020 ,10315130     ,OKLAHOMA WESLEYAN UNIVERSITY                                          ,OKLAHOMA WESLEYAN UNIVERSITY - OVERLAND PARK                          ,10955 LOWELL AVE STE 650                                               ,OVERLAND PARK            ,KS        ,66210-2464
01/13/2020 ,10315131     ,OKLAHOMA WESLEYAN UNIVERSITY                                          ,OKLAHOMA WESLEYAN UNIVERSITY - OKC CROSSROADS                         ,8901 S SHIELDS BLVD                                                    ,OKLAHOMA CITY            ,OK        ,73149-3056
01/13/2020 ,10315132     ,OKLAHOMA WESLEYAN UNIVERSITY                                          ,OKLAHOMA WESLEYAN UNIVERSITY - OVERLAND PARK                          ,9001 WEST 110TH ST                                                     ,OVERLAND PARK            ,KS        ,66210-2118
01/14/2020 ,00793703     ,MS ROBERTS ACADEMY OF BEAUTY CULTURE                                  ,MS ROBERTS ACADEMY OF BEAUTY CULTURE                                  ,17 EAST PARK BLVD                                                      ,VILLA PARK               ,IL        ,60181-6016
01/19/2020 ,00405737     ,NATIONAL AMERICAN UNIVERSITY                                          ,NATIONAL AMERICAN UNIVERSITY - INDIANAPOLIS                           ,3600 WOODVIEW TRACE                                                    ,INDIANAPOLIS             ,IN        ,46268-3167
01/20/2020 ,00302900     ,CINCINNATI CHRISTIAN UNIVERSITY                                       ,CINCINNATI CHRISTIAN UNIVERSITY                                       ,2700 GLENWAY AVENUE                                                    ,CINCINNATI               ,OH        ,45204-3200
01/21/2020 ,01300300     ,NEILSON BEAUTY COLLEGE                                                ,NEILSON BEAUTY COLLEGE                                                ,416 WEST JEFFERSON                                                     ,DALLAS                   ,TX        ,75208-4637
01/23/2020 ,03023500     ,CAMELOT COLLEGE                                                       ,CAMELOT COLLEGE                                                       ,2618 WOODALE BOULEVARD SUITE A                                         ,BATON ROUGE              ,LA        ,70805-7539
01/29/2020 ,00535801     ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - ATHENS                      ,TENNESSEE TECHNOLOGY CENTER AT ATHENS - TELLICO EDUCATIONAL CONSORTIUM,59 EXCELLENCE WAY                                                      ,VONORE                   ,TN        ,37885-2123
01/29/2020 ,02238501     ,CENTRAL OKLAHOMA COLLEGE                                              ,CENTRAL OKLAHOMA COLLEGE - AUTOMOTIVE TECHNOLOGY DIVISION             ,14349 NORTH KELLY AVENUE                                               ,EDMOND                   ,OK        ,73013-3804
01/31/2020 ,00115345     ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE                                ,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - BEVERLY HILLS                ,455 NORTH REXFORD DRIVE                                                ,BEVERLY HILLS            ,CA        ,90210-4817
01/31/2020 ,00134901     ,UNIVERSITY OF NORTHERN COLORADO                                       ,UNIVERSITY OF NORTHERN COLORADO - COLORADO SPRINGS CENTER             ,12320 ORACLE BOULEVARD SUITE 100                                       ,COLORADO SPRINGS         ,CO        ,80921-0000
01/31/2020 ,00791100     ,VIRGIL'S BEAUTY COLLEGE                                               ,VIRGIL'S BEAUTY COLLEGE                                               ,111 SOUTH 9TH STREET                                                   ,MUSKOGEE                 ,OK        ,74401-6802
02/05/2020 ,03682401     ,DALLAS BARBER & STYLIST COLLEGE                                       ,DALLAS BARBER & STYLIST COLLEGE                                       ,10190 FOREST LANE                                                      ,DALLAS                   ,TX        ,75243-6256
02/05/2020 ,03682403     ,DALLAS BARBER & STYLIST COLLEGE                                       ,DALLAS BARBER & STYLIST COLLEGE -                                     ,3407 SYCAMORE SCHOOL ROAD                                              ,FORT WORTH               ,TX        ,76133-2425
02/05/2020 ,82098872     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - RIVERSIDE CITY COLLEGE                        ,4800 MAGNOLIA AVENUE                                                   ,RIVERSIDE                ,CA        ,92506-1201
02/07/2020 ,04215300     ,COSMO FACTORY COSMETOLOGY ACADEMY (THE)                               ,COSMO FACTORY COSMETOLOGY ACADEMY (THE)                               ,131 FRONT STREET SUITE B                                               ,SANTA CRUZ               ,CA        ,95060-4401
02/10/2020 ,00303022     ,OHIO CHRISTIAN UNIVERSITY                                             ,OHIO CHRISTIAN UNIVERSITY - FAIRFIELD MEDICAL CENTER                  ,401 NORTH EWING STREET                                                 ,LANCASTER                ,OH        ,43130-0000
02/13/2020 ,02341005     ,FORTIS COLLEGE                                                        ,FORTIS COLLEGE - MONTGOMERY NURSING CAMPUS                            ,3470 EASTDALE CIRCLE                                                   ,MONTGOMERY               ,AL        ,36117-0000
02/17/2020 ,00303020     ,OHIO CHRISTIAN UNIVERSITY                                             ,OHIO CHRISTIAN UNIVERSITY - GROVE CITY CHRISTIAN SCHOOL               ,4750 HOOVER ROAD                                                       ,GROVE CITY               ,OH        ,43123-0000
02/19/2020 ,82098867     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - CONTRA COSTA COLLEGE                          ,2600 MISSION BELL DRIVE                                                ,SAN PABLO                ,CA        ,94806-3166
02/20/2020 ,02091200     ,ELEGANCE INTERNATIONAL                                                ,ELEGANCE INTERNATIONAL                                                ,6767 SUNSET BOULEVARD                                                  ,HOLLYWOOD                ,CA        ,90028-6106
02/22/2020 ,00174615     ,ROBERT MORRIS UNIVERSITY ILLINOIS                                     ,ROBERT MORRIS UNIVERSITY ILLINOIS - ELGIN CAMPUS                      ,1707 N. RANDALL ROAD                                                   ,ELGIN                    ,IL        ,60123-9409
02/22/2020 ,00174617     ,ROBERT MORRIS UNIVERSITY ILLINOIS                                     ,ROBERT MORRIS UNIVERSITY ILLINOIS - ORLAND PARK CENTER                ,82 ORLAND SQUARE                                                       ,ORLAND PARK              ,IL        ,60462-3207
02/24/2020 ,04226600     ,CAROLINA CAREER COLLEGE                                               ,CAROLINA CAREER COLLEGE                                               ,5400 SOUTH MIAMI BOULEVARD SUITE 140                                   ,DURHAM                   ,NC        ,27703-3637
02/26/2020 ,00303016     ,OHIO CHRISTIAN UNIVERSITY                                             ,OHIO CHRISTIAN UNIVERSITY - MORROW                                    ,1550 SOUTHLAKE PARKWAY                                                 ,MORROW                   ,GA        ,30260-0000
02/26/2020 ,00357604     ,HOUSTON BAPTIST UNIVERSITY                                            ,HOUSTON BAPTIST UNIVERSITY - ALDINE                                   ,HALL EDUCATION CENTER #215 15014 ALDINE WESTFIELD ROAD                 ,HOUSTON                  ,TX        ,77032-3001
02/26/2020 ,00357605     ,HOUSTON BAPTIST UNIVERSITY                                            ,HOUSTON BAPTIST UNIVERSITY - ALDINE HIGH SCHOOL                       ,11101 AIRLINE DRIVE                                                    ,HOUSTON                  ,TX        ,77037-1183
02/26/2020 ,00357606     ,HOUSTON BAPTIST UNIVERSITY                                            ,HOUSTON BAPTIST UNIVERSITY - WESTFIELD HIGH SCHOOL                    ,16713 ELLA BOULEVARD                                                   ,SPRING                   ,TX        ,77090-4213
02/26/2020 ,00357608     ,HOUSTON BAPTIST UNIVERSITY                                            ,HOUSTON BAPTIST UNIVERSITY - RYAN EDUCATIONAL CENTER                  ,4001 HARDY STREET                                                      ,HOUSTON                  ,TX        ,77009-4358
02/26/2020 ,01289100     ,ANTONELLI COLLEGE                                                     ,ANTONELLI COLLEGE                                                     ,124 E. 7TH STREET                                                      ,CINCINNATI               ,OH        ,45202-2592
02/27/2020 ,00339102     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY -SEVEN FIELDS CENTER                            ,REGIONAL ALLIANCE LEARNING CENTER 850 CRANBERRY WOODS DRIVE            ,CRANBERRY TOWNSHIP       ,PA        ,16066-5220
02/27/2020 ,00339103     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY - MONROEVILLE CENTER                            ,300 PENN CENTER BOULEVARD PENN CENTER EAST SUITE 120                   ,PITTSBURGH               ,PA        ,15235-5910
02/27/2020 ,00339104     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY - UPMC MERCY HOSPITAL                           ,1400 LOCUST STREET                                                     ,PITTSBURGH               ,PA        ,15219-5114
02/27/2020 ,00339105     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY - UPMC ST. MARGARET'S HOSPITAL                  ,815 FREEPORT ROAD                                                      ,PITTSBURGH               ,PA        ,15215-3301
02/27/2020 ,00339107     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY - WESTERN PENNSYLVANIA HOSPITAL                 ,4800 FRIENDSHIP AVENUE                                                 ,PITTSBURGH               ,PA        ,15224-1722
02/27/2020 ,00339108     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY -UPMC PASSAVANT HOSPITAL                        ,9100 BABCOCK BOULEVARD                                                 ,PITTSBURGH               ,PA        ,15237-5842
02/27/2020 ,00339109     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY - FORBES VALLEY HOSPITAL                        ,2570 HAYMAKER ROAD                                                     ,MONROEVILLE              ,PA        ,15146-3513
02/27/2020 ,00339110     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY - ALLEGHENY VALLEY HOSPITAL                     ,1301 CARLISLE STREET                                                   ,NATRONA HEIGHTS          ,PA        ,15065-1152
02/27/2020 ,00339113     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY - UPMC MAGEE HOSPITAL                           ,300 HALKET STREET                                                      ,PITTSBURGH               ,PA        ,15213-3815
02/27/2020 ,00339114     ,WAYNESBURG UNIVERSITY                                                 ,WAYNESBURG UNIVERSITY - VA PITTSBURGH HEALTHCARE SYSTEM               ,UNIVERSITY DRIVE                                                       ,PITTSBURGH               ,PA        ,15240-1003
02/27/2020 ,02503903     ,WARREN COUNTY COMMUNITY COLLEGE                                       ,WARREN COUNTY COMMUNITY COLLEGE - HUNTERDON COUTY VOCATIONAL HIGH SCHO,8 BATLES CORNER ROAD                                                   ,FLEMINGTON               ,NJ        ,08822-5758
02/28/2020 ,00357602     ,HOUSTON BAPTIST UNIVERSITY                                            ,HOUSTON BAPTIST UNIVERSITY - CLEMENTS HIGH SCHOOL                     ,4200 ELKINS DRIVE                                                      ,SUGAR LAND               ,TX        ,77479-2403
02/28/2020 ,00357603     ,HOUSTON BAPTIST UNIVERSITY                                            ,HOUSTON BAPTIST UNIVERSITY - RIVER OAKS BAPTIST SCHOOL                ,2300 WILLOWICK                                                         ,HOUSTON                  ,TX        ,77027-3996
02/28/2020 ,00457902     ,INTERNATIONAL BUSINESS COLLEGE                                        ,INTERNATIONAL BUSINESS COLLEGE - FORT WAYNE                           ,5699 COVENTRY LANE                                                     ,FORT WAYNE               ,IN        ,46804-1298
03/01/2020 ,00173318     ,NATIONAL LOUIS UNIVERSITY                                             ,NATIONAL LOUIS UNIVERSITY -NORTH SHORE CAMPUS                         ,5202 OLD ORCHARD ROAD                                                  ,SKOKIE                   ,IL        ,60077-4409
03/01/2020 ,02104902     ,SUMNER COLLEGE                                                        ,SUMNER COLLEGE-                                                       ,15115 SOUTHWEST SEQUOIA PARKWAY SUITE 200                              ,PORTLAND                 ,OR        ,97224-7157
03/02/2020 ,00132519     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - MARIN COUNTY SHERIFF'S DEPARTMENT       ,3501 CIVIC CENTER DRIVE SUITE 145                                      ,SAN RAFAEL               ,CA        ,94903-0000
03/02/2020 ,00366306     ,WAYLAND BAPTIST UNIVERSITY                                            ,WAYLAND BAPTIST UNIVERSITY - SAN ANTONIO CAMPUS                       ,11550 IH 35 NORTH                                                      ,SAN ANTONIO              ,TX        ,78233-0000
03/02/2020 ,00407260     ,NORTHWOOD UNIVERSITY                                                  ,NORTHWOOD UNIVERSITY - CERRITOS                                       ,CERRITOS 11110 ALONDRA BLVD.                                           ,NORWALK                  ,CA        ,90650-6298
03/02/2020 ,04127900     ,TRIDENT UNIVERSITY INTERNATIONAL                                      ,TRIDENT UNIVERSITY INTERNATIONAL                                      ,5757 PLAZA DRIVE SUITE 100                                             ,CYPRESS                  ,CA        ,90630-5023
03/04/2020 ,10173310     ,NATIONAL LOUIS UNIVERSITY                                             ,NATIONAL LOUIS UNIVERSITY - EL VALOR CANTU CENTER                     ,2434 SOUTH KILDARE                                                     ,CHICAGO                  ,IL        ,60623-0000
03/04/2020 ,20173300     ,NATIONAL LOUIS UNIVERSITY                                             ,NATIONAL LOUIS UNIVERSITY - JOHN MIDDLETON ELEMENTARY SCHOOL          ,8300 ST. LOUIS AVENUE                                                  ,SKOKIE                   ,IL        ,60076-0000
03/04/2020 ,20173326     ,NATIONAL LOUIS UNIVERSITY                                             ,NATIONAL LOUIS UNIVERSITY - KENDALL COLLEGE AT NATIONAL LOUIS UNIVERSI,900 N. NORTH BRANCH STREET                                             ,CHICAGO                  ,IL        ,60642-4278
03/05/2020 ,00177411     ,UNIVERSITY OF CHICAGO (THE)                                           ,UNIVERSITY OF CHICAGO (THE) - HARRIS SCHOOL OF PUBLIC POLICY STUDIES  ,222 W. MERCHANDISE MART PLAZA SUITE #1212                              ,CHICAGO                  ,IL        ,60654-4342
03/05/2020 ,02248214     ,MILAN INSTITUTE OF COSMETOLOGY                                        ,MILAN INSTITUTE OF COSMETOLOGY - AMARILLO                             ,2400 SOUTH EAST 27TH AVENUE                                            ,AMARILLO                 ,TX        ,79103-4306
03/06/2020 ,00348307     ,COLUMBIA STATE COMMUNITY COLLEGE                                      ,COLUMBIA STATE COMMUNITY COLLEGE - NORTHFIELD TRAINING CENTER         ,100 SATURN PARKWAY                                                     ,SPRING HILL              ,TN        ,37174-1504
03/06/2020 ,02104001     ,HARRIS SCHOOL OF BUSINESS                                             ,HARRIS SCHOOL OF BUSINESS - LINWOOD                                   ,1201 NEW ROAD SUITE 226                                                ,LINWOOD                  ,NJ        ,08221-1154
03/06/2020 ,04195100     ,AMBIANCE BEAUTY & BARBER ACADEMY                                      ,AMBIANCE BEAUTY & BARBER ACADEMY                                      ,682 WICKHAM ROAD                                                       ,MELBOURNE                ,FL        ,32935-8771
03/09/2020 ,00145987     ,STRAYER UNIVERSITY                                                    ,STRAYER UNIVERSITY - NORTH AUSTIN CAMPUS                              ,8501 NORTH MOPAC EXPRESSWAY SUITE 100                                  ,AUSTIN                   ,TX        ,78759-8309
03/09/2020 ,02218305     ,SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS                      ,SOUTHWEST SCHOOL OF BUSINESS AND TECHNICAL CAREERS - SOUTH TEXAS      ,3900 NORTH 23RD STREET                                                 ,MCALLEN                  ,TX        ,78501-6053
03/10/2020 ,00132510     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - PROGRAM AT ST. IGNATIUS COLLEGE PREP    ,2001 37TH AVENUE                                                       ,SAN FRANCISCO            ,CA        ,94116-1199
03/11/2020 ,04205202     ,WADE GORDON HAIRDRESSING ACADEMY                                      ,WADE GORDON HAIRDRESSING ACADEMY - BARBER                             ,121 WESTGATE PARKWAY SUITE 40                                          ,AMARILLO                 ,TX        ,79121-0548
03/12/2020 ,00132501     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - PROGRAMS AT KINO                        ,1224 EAST NORTHERN                                                     ,PHOENIX                  ,AZ        ,85020-4295
03/12/2020 ,00132502     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - OAKLAND REGIONAL CAMPUS                 ,2808 LAKESHORE AVENUE                                                  ,OAKLAND                  ,CA        ,94610-3613
03/12/2020 ,00132513     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - GOLDEN GATE NATIONAL RECREATION AREA    ,GOLDEN GATE NATIONAL RECREATION AR. BUILDING 1033                      ,SAUSALITO                ,CA        ,94965-2609
03/12/2020 ,00132514     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - PROGRAM AT HILLSDALE HIGH SCHOOL        ,3115 DEL MONTE STREET HILLSDALE HIGH SCHOOL                            ,SAN MATEO                ,CA        ,94403-3819
03/12/2020 ,00132515     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - SAN FRANCISCO GENERAL HOSPITAL          ,1001 POTRERO AVENUE                                                    ,SAN FRANCISCO            ,CA        ,94110-3518
03/12/2020 ,00132516     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - SAN FRANCISCO POLICE ACADEMY            ,350 AMBER DRIVE                                                        ,SAN FRANCISCO            ,CA        ,94131-0000
03/12/2020 ,00132517     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - BISHOP O'DOWD HIGH SCHOOL               ,9500 STEAMS AVENUE                                                     ,OAKLAND                  ,CA        ,94605-0000
03/12/2020 ,00132518     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - VA PALO ALTO HEALTH CARE SYSTEM         ,3801 MIRANDA AVENUE                                                    ,PALO ALTO                ,CA        ,94304-0000
03/12/2020 ,00132520     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - FRESNO CAMPUS                           ,1717 SOUTH CHESTNUT AVENUE                                             ,FRESNO                   ,CA        ,93702-4709
03/12/2020 ,00132521     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - PRESCOTT HOTEL                          ,545 POST STREET                                                        ,SAN FRANCISCO            ,CA        ,94102-1228
03/12/2020 ,00132523     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - HOTEL ADAGIO                            ,550 GEARY STREET                                                       ,SAN FRANCISCO            ,CA        ,94102-1650
03/12/2020 ,00132525     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - SAN MATEO UNION HIGH SCHOOL DISTRICT    ,650 NORTH DELAWARE STREET                                              ,SAN MATEO                ,CA        ,94401-1732
03/12/2020 ,00132528     ,UNIVERSITY OF SAN FRANCISCO                                           ,UNIVERSITY OF SAN FRANCISCO - FIRST STREET                            ,100 1ST STREET                                                         ,SAN FRANCISCO            ,CA        ,94105-0000
03/12/2020 ,00254103     ,CONCORDIA UNIVERSITY                                                  ,CONCORDIA UNIVERSITY - LINCOLN CAMPUS                                 ,OMAHA PUBLIC SCHOOLS - TAC BLDG. 3215 CUMING STREET                    ,OMAHA                    ,NE        ,68131-2024
03/12/2020 ,32098828     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - AUGUSTA CAMPUS (C)                            ,3150 PERIMETER PARKWAY                                                 ,AUGUSTA                  ,GA        ,30909-4583
03/12/2020 ,82098882     ,UNIVERSITY OF PHOENIX                                                 ,UNIVERSITY OF PHOENIX - NORTHERN VIRGINIA-DC METRO CAMPUS             ,4401 N. FAIRFAX DRIVE                                                  ,ARLINGTON                ,VA        ,22203-1600
03/13/2020 ,00194812     ,UNIVERSITY OF KANSAS                                                  ,UNIVERSITY OF KANSAS - FORT HAYS STATE UNIVERSITY                     ,600 PARK STREET                                                        ,HAYS                     ,KS        ,67601-4099
03/13/2020 ,00221115     ,SPRINGFIELD COLLEGE                                                   ,SPRINGFIELD COLLEGE - SCHOOL OF SOCIAL WORK                           ,SAINT VINCENT HOSPITAL 123 SUMMER STREET                               ,WORCESTER                ,MA        ,01608-1216
03/13/2020 ,00234201     ,ST. CATHERINE UNIVERSITY                                              ,ST. CATHERINE UNIVERSITY - MINNEAPOLIS CAMPUS                         ,601 25TH AVENUE SOUTH                                                  ,MINNEAPOLIS              ,MN        ,55454-1454
03/13/2020 ,00234204     ,ST. CATHERINE UNIVERSITY                                              ,ST. CATHERINE UNIVERSITY - PARK NICOLLET HEALTH SYSTEM                ,6500 EXCELSIOR BOULEVARD                                               ,ST. LOUIS PARK           ,MN        ,55426-4702
03/13/2020 ,00234205     ,ST. CATHERINE UNIVERSITY                                              ,ST. CATHERINE UNIVERSITY - FAIRVIEW RIDGES EDUCATION CENTER           ,152 COBBLESTONE LANE                                                   ,BURNSVILLE               ,MN        ,55337-4578
03/13/2020 ,00327723     ,INDIANA UNIVERSITY OF PENNSYLVANIA                                    ,INDIANA UNIVERSITY OF PENNSYLVANIA - MUNICIPAL POLICE TRAINING        ,S.W. JACK BUILDING 57 SOUTH NINTH STREET                               ,INDIANA                  ,PA        ,15701-2602
03/13/2020 ,03965300     ,NEW ENGLAND COLLEGE OF BUSINESS AND FINANCE                           ,NEW ENGLAND COLLEGE OF BUSINESS AND FINANCE                           ,10 HIGH STREET SUITE 204                                               ,BOSTON                   ,MA        ,02110-1605
03/14/2020 ,01146020     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY - WOODLAND HILLS                                  ,6300 CANOGA AVENUE                                                     ,WOODLAND HILLS           ,CA        ,91367-3501
03/14/2020 ,01146026     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY - SAN JOSE                                        ,3031 TISCH WAY SUITE #200                                              ,SAN JOSE                 ,CA        ,95128-2541
03/14/2020 ,01146029     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY - CARLSBAD                                        ,705 PALOMAR AIRPORT ROAD SUITES 100 & 200                              ,CARLSBAD                 ,CA        ,92009-1029
03/14/2020 ,01146031     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY - REDDING                                         ,2195 LARKSPUR LANE                                                     ,REDDING                  ,CA        ,96002-0629
03/14/2020 ,01146039     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY -  ONTARIO                                        ,3800 CONCOURS SUITE 150                                                ,ONTARIO                  ,CA        ,91764-5904
03/14/2020 ,01146046     ,NATIONAL UNIVERSITY                                                   ,NATIONAL UNIVERSITY - RIVERSIDE                                       ,1325 SPRUCE STREET                                                     ,RIVERSIDE                ,CA        ,92507-0502
03/15/2020 ,04131601     ,LIBERTY JUNIOR COLLEGE                                                ,LIBERTY JUNIOR COLLEGE - DBA LIBERTY TECHNICAL INSTITUTE              ,1160 SOUTH SEMORAN BLVD SUITE F                                        ,ORLANDO                  ,FL        ,32807-2807
03/17/2020 ,02339601     ,ROGERS ACADEMY OF HAIR DESIGN                                         ,ROGERS ACADEMY OF HAIR DESIGN -                                       ,105 NORTH GREENRIVER ROAD                                              ,EVANSVILLE               ,IN        ,47715-2403
03/18/2020 ,00158806     ,PIEDMONT UNIVERSITY                                                   ,PIEDMONT COLLEGE - GORDON CO.                                         ,ASHWORTH MIDDLE SCHOOL 333 NEW TOWN ROAD                               ,CALHOUN                  ,GA        ,30701-9227
03/18/2020 ,00158807     ,PIEDMONT UNIVERSITY                                                   ,PIEDMONT COLLEGE -  HARALSON CO.                                      ,BREMEN MIDDLE SCHOOL 2440 CROSSTOWN PARKWAY                            ,BREMEN                   ,GA        ,30110-5433
03/18/2020 ,00158818     ,PIEDMONT UNIVERSITY                                                   ,PIEDMONT COLLEGE - WESLEYAN COHORT                                    ,WESLEYAN SCHOOL 5405 SPALDING DRIVE                                    ,NORCROSS                 ,GA        ,30092-2614
03/18/2020 ,00158825     ,PIEDMONT UNIVERSITY                                                   ,PIEDMONT COLLEGE - HALL CO.                                           ,SUGAR HILL ELEMENTARY 3259 ATHENS HIGHWAY                              ,GAINESVILLE              ,GA        ,30507-8502
03/18/2020 ,00158827     ,PIEDMONT UNIVERSITY                                                   ,PIEDMONT COLLEGE -  BANKS CO.                                         ,BANKS COUNTY ELEMENTARY 180 HIGHWAY 51 SOUTH                           ,HOMER                    ,GA        ,30547-2529
03/18/2020 ,00158832     ,PIEDMONT UNIVERSITY                                                   ,PIEDMONT COLLEGE - GREEN CO.                                          ,GREENSBORO ELEMENTARY SCHOOL 1441 MARTIN LUTHER KING DRIVE             ,GREENSBORO               ,GA        ,30642-2834
03/18/2020 ,00158834     ,PIEDMONT UNIVERSITY                                                   ,PIEDMONT COLLEGE - NEWTON                                             ,NEWTON COLLEGE & CAREER ACADEMY 144 RAM DRIVE                          ,COVINGTON                ,GA        ,30014-1956
03/18/2020 ,00301027     ,ANTIOCH UNIVERSITY                                                    ,ANTIOCH UNIVERSITY - NEW ENGLAND-PINE HILL                            ,77 PINE HILL DRIVE                                                     ,WILTON                   ,NH        ,03086-0000
